factor0,factor1,factor2,factor3,factor4,factor5,factor6,factor7,factor8,factor9,factor10,factor11,factor12,factor13,factor14,factor15,factor16,factor17,factor18,factor19,factor20,factor21,factor22,factor23,factor24,factor25,factor26,factor27,factor28,factor29,factor30,factor31,factor32,factor33,factor34,factor35,factor36,factor37,factor38,factor39,factor40,factor41,factor42,factor43,factor44,factor45,factor46,factor47,factor48,factor49,factor50,factor51,factor52,factor53,factor54,factor55,factor56,factor57,factor58,factor59
0.4511537838736343,-0.8687114104866409,0.24016423805914466,0.9153519616262568,-0.7727095536348061,0.7929682037696864,0.16388760785694684,0.05544073700823289,-0.1100899863586688,0.14070175758489037,0.9977140515681289,0.6899179622797104,-0.9372002516234702,0.05914326284082716,0.3002983730431876,-0.007729789719364321,-0.31089370773529,-0.16685923079470183,0.7558619450100346,0.0828553143782072,-0.25206100947650983,0.3849609795494478,-0.14168259145458822,0.6684904574480627,0.3771157187973544,0.8768340321152279,0.14936401683523742,-0.7933457666170459,-0.462671434110174,-0.2314022005928877,0.9533372514138714,0.9651742061275118,0.8673166759556196,-0.3798858188055899,-0.8376616100781051,-0.8787159654147616,-0.05882486517570782,-0.42871768972174357,0.28268956373389215,0.19922368806032853,-0.262518248351246,0.3329148667880035,0.026504277907564516,-0.8605412493400711,0.19828434749814522,-0.6267997158642516,0.8193311871043737,-0.9609687419752495,-0.5357155383724953,-0.4959430271543407,0.9558932993605871,-0.5232444696607317,-0.7773452347777637,0.9760467785196558,0.16474473453563507,-0.43575830102512775,-0.5668262138724955,-0.49115314443873703,0.5262965924345653,0.22133591087950305
0.03418024576580308,-0.8908803655909534,-0.4836709100142328,-0.16763042134830627,-0.6108460857626923,-0.1684770895208649,-0.0380129966488133,0.46676121184622044,-0.0555911988673369,-0.8736610130322413,-0.471636557829106,-0.35020660864284003,-0.7041776953613179,-0.622611473507962,0.6809086313498538,-0.7079199874292889,0.9223453122780166,0.24504032753525448,-0.05241714799250114,-0.62252040026502,0.1830055490412167,0.4550194001881917,0.6286011485605545,-0.8355857603451322,-0.6313272670682658,0.035728355583524524,0.6533634880425058,0.6803829144495687,0.6384737579693678,0.9388838053639529,-0.9369134007423419,0.1553309073405953,-0.2718881282541399,0.8289800271356235,0.60160208566683,-0.35215589612121223,-0.34148783854501524,0.7592853004228803,0.8045679496689213,-0.7580707619284905,0.2769511458167939,0.3491728722288991,0.9764039630018574,0.46440720248883,-0.13480162879192856,0.7484417130296953,0.7359265448855858,-0.9652194372376551,-0.8351294646162575,-0.29483567148373785,0.4778260004601403,-0.08482523707410379,-0.6988299720094001,0.7101344562167392,0.13479021252660492,0.8668368860727361,-0.427865621357901,-0.11335597890256313,0.18834467391624551,0.03512232509078039
0.6609348073789819,-0.7509682778774063,0.1578879490495581,0.6194272831053351,-0.48485119628232526,0.4203161871500283,0.32923597350009404,-0.36359387305333873,0.8305815217451579,0.8765599936051395,-0.9220385923424639,0.06928195722306327,0.11825812692283667,-0.016069372920451373,0.7453124643294606,-0.5423734404021725,0.16115875653007655,-0.5467871912896565,-0.6455843734331166,0.6774342459597148,0.1790422946180586,-0.05849655840071004,-0.8734542586806392,-0.9358097939021883,0.7602798812108279,-0.3255481304675238,0.5187267187781597,-0.39514401663327814,-0.7862819387333284,-0.5239279058045023,0.38635427830341984,0.9232055554983352,-0.1604026936781833,0.5106063712527628,-0.2613731319024707,0.7289595523913316,-0.09779163743270525,0.4787496274285537,-0.5272629797204464,0.4447540361696118,0.21246874738920693,0.8628220221361331,-0.5666668302218415,-0.8533251582579019,-0.24498503540590322,0.1641615315692912,0.2690857703805392,-0.003914321699661771,-0.748827478707035,-0.15277138342683286,-0.40093316279244456,0.30194122848381383,-0.9322582220510253,0.5687665744659856,0.43354798239559506,-0.7147515220293627,-0.6693691183090856,0.7537098143940428,-0.208406523569895,0.5592497766236325
0.05367359159718577,0.8079200025012193,-0.8330501518286356,0.8744055698243047,0.8841256293025412,0.3331966814930277,-0.03025974007540951,0.3081550553503481,-0.8750016264741941,-0.9236554448005289,-0.36286964128707,0.08650048750155809,-0.7627871837455087,-0.10816524282860404,0.23885799361822976,0.8535172763055398,-0.449407650889195,0.5410264025689888,-0.8532273910549322,0.3290336240075535,0.6991153310749137,0.622475789637497,0.8267702271107373,-0.8821112488200322,0.21307762551956994,0.27060909773832764,-0.06816775552789286,0.9526309667872164,0.02155373391885569,0.012209873800751073,0.02108103492124978,-0.2853762128329553,0.6995256146048102,-0.8111906487259983,-0.2288525674539259,0.36738928953490235,-0.17716634664632866,-0.542086325877338,0.839521004503416,-0.1767077786578573,0.2685181519294988,0.7017615232497473,-0.7353894838779694,-0.9113624299436311,0.6792813420334903,0.8910039739023172,-0.6216128506336476,0.6872394735454277,-0.4133082103922007,-0.4729921071535478,0.2535066536300432,0.6284635898963311,0.33725574530162744,0.8956493937881932,0.1587900406738421,0.07872154796140152,0.6302446485260956,0.5921847021709441,0.8249848786918971,0.6255743135637614
0.09676324066349858,-0.43391747390295027,-0.45397315541143396,0.9121105961299961,-0.5787746316597187,-0.6438056096828297,-0.8526932399128049,0.4284890011399885,0.8136177862659653,-0.03539896146047904,-0.5796948354660229,-0.16922142985553373,-0.5387194469841166,-0.05573056335066301,0.3882014627962865,-0.1599927780787104,0.9838310306040474,0.8057423802674711,-0.7478617692688264,-0.6506146331762894,-0.11977716819566973,-0.5432276843025724,0.9490781645393628,0.09911514750652443,-0.6023072974735939,0.7616367564828499,0.934190591634752,0.27707138993904423,0.6636595293837336,0.37671056487473015,-0.38470156833958274,0.626677078534218,-0.46847602033895663,0.048493769096567385,0.3763327378239951,-0.48641006414178195,0.5524613670122981,-0.7237899639679672,-0.33105904225520233,0.4239269993868405,-0.41762220725597005,0.9327371589424789,0.4461639601216385,-0.29171468974625137,-0.7442880870214043,0.43221106984542457,-0.06760740556782514,0.9029984285874106,-0.6828874875759072,-0.4922173308728132,0.46024467316276674,-0.8662263683794125,-0.8407632633403984,-0.26929110344079604,-0.6208412130693862,-0.041647378108742236,0.39576155493003423,0.7623998697833495,-0.5332665130769418,0.20720700351893778
0.7873146439007072,-0.9210608679176708,0.7731922314167146,-0.729746663382052,0.8487108795001367,-0.22541436121253872,0.38096828815419725,-0.15775572082874886,-0.06876724395722052,0.8216127732216287,0.06716967735535267,-0.7951624866325344,-0.6595696446842223,0.56898024738302,-0.8997151859999245,-0.046059171269916946,-0.851248996071336,-0.7791954928866579,0.10428750086572854,-0.7049052626614846,0.2805395407613488,0.28317618209259043,-0.5330159480029569,-0.07057663049886385,-0.2885715865385661,0.0373373410110934,-0.5813264000133226,0.8956613424075083,-0.7295380629446437,-0.7482857987889665,0.48134135522908006,0.826873950393661,0.08176928914181754,-0.1285371741488821,0.5162386012519169,0.5583198271646177,-0.817502912112564,-0.43696713623867534,-0.45100085549869917,0.6798808496709029,-0.09363728687846458,0.026473112518859122,0.3854778929791229,-0.4653558112780358,0.7337605188008391,0.6363524826951648,0.14221095516397925,0.22815009563299976,-0.004125477444903264,0.9404427648882373,-0.40274817697879184,-0.19874792427104956,0.7998778521268278,0.754441724630909,-0.17151872134030885,0.8982731189354565,0.32672099423714784,-0.24558812780773506,-0.5091088507504414,-0.14974776753950467
-0.9579410870523032,0.08611071270300392,-0.17460729248600443,0.06205779231560366,0.4653255322358821,0.9671429917829608,0.05331262770806833,0.09432327196618996,0.6118844831846444,0.4469866394655874,0.8712951783720135,-0.02403545962083701,-0.5266034577059846,0.5743026724613707,-0.7555175749951302,-0.3994223478273423,-0.7669350127593244,0.2938056383304849,0.5388039570766563,-0.0845351722145802,-0.41355354731806565,0.7824126369842256,0.3227854910451376,0.9738498271519876,0.9271952224125004,0.12785674596300164,0.40833629916075165,-0.7296666866165316,-0.7118286364764007,0.9356291640701205,0.6565118509121957,-0.3398870992692503,0.6557871893724299,0.7941171959445517,0.5793538288203558,-0.4590752115024828,-0.8817721735245785,0.5694516899814005,-0.8398993524847765,0.5673218553085216,-0.12499842620315993,-0.07565283395705495,-0.4395858529344393,-0.4905927005651158,-0.04751692617452546,0.57799001881431,-0.3530972690102162,-0.1508730980205861,-0.5658320039096714,-0.2995715080620228,0.30040285095782016,0.13003453118856081,-0.737245928159712,0.15314635104123137,0.7267334146446014,-0.049691023654322125,0.9733465057552078,-0.6472527840694924,0.15311769288197044,0.45250300705391633
0.3822559286881328,0.022089891239249832,0.5158775637090414,-0.2862167386464567,-0.5103733371901538,-0.2868981007321633,-0.18830839505795027,-0.2461034598492894,0.6252695419813541,0.6407440060366327,-0.5104370724016541,0.42618061573501903,0.3992455849412448,-0.8782192616119174,0.7907426821938364,0.7310043593635002,0.6519949272749614,-0.34322617099998853,0.7704411357058019,-0.7902722228440385,0.7402450308454483,0.03148955357347312,0.7559071458100917,-0.6549289697188463,0.3760681140927282,-0.12696581487236266,-0.13206073970162852,0.16502322557548144,0.9229897841896929,-0.5892637094148646,0.29880616408419775,-0.5295984736771858,0.05173122313212497,0.5505855309910622,0.33596736817085393,-0.10236328871104232,0.7736382397817569,0.7561465145397318,-0.27151972045968675,0.6371747114633581,-0.7883848450677005,0.09340969738396589,-0.10540341583303012,-0.7584205532231675,-0.3899244283093849,-0.8546108475660419,-0.5464298317238779,-0.46288156567792926,-0.42470520095383746,0.14327215649100528,-0.7156294325160054,-0.17903203122206957,0.07414953735206725,-0.7573753350379046,-0.03992990655800572,-0.8940540295794644,0.836010829013067,0.7767722738433972,0.7780043892117422,0.2737391283115006
0.3711054084050699,0.3737796809843007,0.44561105744844615,-0.08030779395921862,0.763967820068036,0.9095780158026817,-0.24111877469634505,-0.11058020439076681,-0.9666126874464332,0.766395988725248,-0.0721506290027718,-0.2531915988018495,-0.7539033418742649,-0.6753648850392017,-0.6189730950432363,-0.7288317673712718,-0.24410097956674764,0.5698837226355941,0.4142587751205894,-0.611194621900074,-0.710183740795971,-0.9154281424415691,0.17605986812826954,0.7791151570846832,-0.7214965580934591,-0.16413453300972008,0.4511043882212821,0.11464219194494776,-0.7874653732417626,0.9610399316974515,0.6713089541054181,0.16114829720616095,0.4329896028958404,-0.7314747664356072,-0.2176672492736382,-0.12788226324065113,-0.5521450354882287,0.5645439870722851,0.29809127111659156,-0.0702386207972018,-0.6955040398682726,-0.9692541311576728,-0.14382194655209618,-0.17253701230579294,0.28926548088159537,-0.9357964105668901,0.9183803039162858,-0.2196736371032045,0.2919806745071746,-0.5687051705988064,-0.12159656566557543,-0.5501564607527776,0.2641424822079272,0.04449062831541,-0.4340324917929515,0.43263207686185756,-0.3452360986980823,-0.8243022548084195,0.7709084713241412,-0.5511651868743002
-0.905756329511563,0.5453990398182575,-0.45988091396423364,0.5673877546825231,0.00894862588662108,0.19630020215121113,-0.7467159590714203,-0.8005215688754611,0.0743476360022894,-0.9250974270683355,0.5048161772796023,-0.1989220998460652,0.7001855582822379,-0.7709324238523991,0.5113392207845153,-0.794872088476775,-0.03340507139039203,0.3195633444022612,0.04637351026178203,-0.2870440829130909,-0.6880287145066266,0.3076123513773338,0.22487036621098017,-0.053584561627623435,-0.6395314507537241,-0.9587033879213667,-0.09356458684008163,0.9389359342139507,0.6510656539815641,-0.2062131161514945,-0.13542913358948844,-0.515255930064689,-0.41723788044018967,-0.7406965181661476,0.69460895061904,0.005655654200826503,-0.16052002591809597,-0.47761232523283315,0.649115450618574,-0.703727258497288,-0.8200700897046069,-0.09838712219798773,0.7033938051559525,0.3393606120080886,0.9814520629451219,-0.34475116498264163,-0.5289118128078396,-0.09381701356592911,0.49921596336658447,0.32490625834111075,0.617792694167019,-0.15120945551319281,0.8971632015344971,-0.26245233829113757,-0.3719570697498911,-0.3365788879590508,0.49609747682158867,-0.293995071376656,0.49966800035769643,0.522671965972507
